selection_coefficient,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h
0.8036,output/output_selection/fasta/selection_0.8036.fasta,-2.649900141528081,0.00010103131291919368,246.0,output/output_selection/snps/snps_0.8036.fasta,output/output_selection/matrix/matrix_0.8036.txt,output/output_selection/ancestral_sequence/ancestral_0.8036.fasta,output/output_selection/images/image_0.8036.png,output/output_selection/h_result/h_0.8036.txt,18326.6
0.828,output/output_selection/fasta/selection_0.828.fasta,-2.6287247452759837,0.00011517864619333555,271.0,output/output_selection/snps/snps_0.828.fasta,output/output_selection/matrix/matrix_0.828.txt,output/output_selection/ancestral_sequence/ancestral_0.828.fasta,output/output_selection/images/image_0.828.png,output/output_selection/h_result/h_0.828.txt,20237.2
0.8486,output/output_selection/fasta/selection_0.8486.fasta,-2.719681026296172,8.999505964536266e-05,243.0,output/output_selection/snps/snps_0.8486.fasta,output/output_selection/matrix/matrix_0.8486.txt,output/output_selection/ancestral_sequence/ancestral_0.8486.fasta,output/output_selection/images/image_0.8486.png,output/output_selection/h_result/h_0.8486.txt,24485.3
0.8579,output/output_selection/fasta/selection_0.8579.fasta,-2.5193693164846684,0.00011945941146649099,246.0,output/output_selection/snps/snps_0.8579.fasta,output/output_selection/matrix/matrix_0.8579.txt,output/output_selection/ancestral_sequence/ancestral_0.8579.fasta,output/output_selection/images/image_0.8579.png,output/output_selection/h_result/h_0.8579.txt,21013.5
0.8935,output/output_selection/fasta/selection_0.8935.fasta,-2.3507519811471984,0.0002072241903843583,352.0,output/output_selection/snps/snps_0.8935.fasta,output/output_selection/matrix/matrix_0.8935.txt,output/output_selection/ancestral_sequence/ancestral_0.8935.fasta,output/output_selection/images/image_0.8935.png,output/output_selection/h_result/h_0.8935.txt,17500.9
0.908,output/output_selection/fasta/selection_0.908.fasta,-2.673446687401862,0.00010528581582871008,264.0,output/output_selection/snps/snps_0.908.fasta,output/output_selection/matrix/matrix_0.908.txt,output/output_selection/ancestral_sequence/ancestral_0.908.fasta,output/output_selection/images/image_0.908.png,output/output_selection/h_result/h_0.908.txt,16567.9
0.9209,output/output_selection/fasta/selection_0.9209.fasta,-2.2050827447148396,0.0002426844418424499,361.0,output/output_selection/snps/snps_0.9209.fasta,output/output_selection/matrix/matrix_0.9209.txt,output/output_selection/ancestral_sequence/ancestral_0.9209.fasta,output/output_selection/images/image_0.9209.png,output/output_selection/h_result/h_0.9209.txt,20143.9
0.956,output/output_selection/fasta/selection_0.956.fasta,-2.7497826677574477,9.335462200933503e-05,263.0,output/output_selection/snps/snps_0.956.fasta,output/output_selection/matrix/matrix_0.956.txt,output/output_selection/ancestral_sequence/ancestral_0.956.fasta,output/output_selection/images/image_0.956.png,output/output_selection/h_result/h_0.956.txt,19280.7
0.0127,output/output_selection/fasta/selection_0.0127.fasta,-1.2363094073409675,0.0006396804718821513,521.0,output/output_selection/snps/snps_0.0127.fasta,output/output_selection/matrix/matrix_0.0127.txt,output/output_selection/ancestral_sequence/ancestral_0.0127.fasta,output/output_selection/images/image_0.0127.png,output/output_selection/h_result/h_0.0127.txt,19030.9
0.0234,output/output_selection/fasta/selection_0.0234.fasta,-1.7542449306167138,0.0003732407120373247,401.0,output/output_selection/snps/snps_0.0234.fasta,output/output_selection/matrix/matrix_0.0234.txt,output/output_selection/ancestral_sequence/ancestral_0.0234.fasta,output/output_selection/images/image_0.0234.png,output/output_selection/h_result/h_0.0234.txt,22372.2
0.0508,output/output_selection/fasta/selection_0.0508.fasta,-1.8652139649459252,0.0005479864393275271,629.0,output/output_selection/snps/snps_0.0508.fasta,output/output_selection/matrix/matrix_0.0508.txt,output/output_selection/ancestral_sequence/ancestral_0.0508.fasta,output/output_selection/images/image_0.0508.png,output/output_selection/h_result/h_0.0508.txt,15176.3
0.1103,output/output_selection/fasta/selection_0.1103.fasta,-1.5833594163740692,0.0004683266298650157,455.0,output/output_selection/snps/snps_0.1103.fasta,output/output_selection/matrix/matrix_0.1103.txt,output/output_selection/ancestral_sequence/ancestral_0.1103.fasta,output/output_selection/images/image_0.1103.png,output/output_selection/h_result/h_0.1103.txt,16733.4
0.1133,output/output_selection/fasta/selection_0.1133.fasta,-2.3468882251017216,0.0003030858580303084,509.0,output/output_selection/snps/snps_0.1133.fasta,output/output_selection/matrix/matrix_0.1133.txt,output/output_selection/ancestral_sequence/ancestral_0.1133.fasta,output/output_selection/images/image_0.1133.png,output/output_selection/h_result/h_0.1133.txt,15631.9
0.1484,output/output_selection/fasta/selection_0.1484.fasta,-2.701532761985851,0.00010468178146501329,273.0,output/output_selection/snps/snps_0.1484.fasta,output/output_selection/matrix/matrix_0.1484.txt,output/output_selection/ancestral_sequence/ancestral_0.1484.fasta,output/output_selection/images/image_0.1484.png,output/output_selection/h_result/h_0.1484.txt,17245.2
0.1514,output/output_selection/fasta/selection_0.1514.fasta,-0.6133092263045788,0.0007578530275303317,479.0,output/output_selection/snps/snps_0.1514.fasta,output/output_selection/matrix/matrix_0.1514.txt,output/output_selection/ancestral_sequence/ancestral_0.1514.fasta,output/output_selection/images/image_0.1514.png,output/output_selection/h_result/h_0.1514.txt,10844.8
0.1758,output/output_selection/fasta/selection_0.1758.fasta,-1.9559659002924967,0.00027833661057328834,342.0,output/output_selection/snps/snps_0.1758.fasta,output/output_selection/matrix/matrix_0.1758.txt,output/output_selection/ancestral_sequence/ancestral_0.1758.fasta,output/output_selection/images/image_0.1758.png,output/output_selection/h_result/h_0.1758.txt,19454.2
0.1972,output/output_selection/fasta/selection_0.1972.fasta,-2.375717246397575,0.00023697540802369727,411.0,output/output_selection/snps/snps_0.1972.fasta,output/output_selection/matrix/matrix_0.1972.txt,output/output_selection/ancestral_sequence/ancestral_0.1972.fasta,output/output_selection/images/image_0.1972.png,output/output_selection/h_result/h_0.1972.txt,25179.2
0.2005,output/output_selection/fasta/selection_0.2005.fasta,-2.4127887336015714,0.0001953192589286225,353.0,output/output_selection/snps/snps_0.2005.fasta,output/output_selection/matrix/matrix_0.2005.txt,output/output_selection/ancestral_sequence/ancestral_0.2005.fasta,output/output_selection/images/image_0.2005.png,output/output_selection/h_result/h_0.2005.txt,22045.1
0.2246,output/output_selection/fasta/selection_0.2246.fasta,-2.672374971410374,9.406370582758778e-05,237.0,output/output_selection/snps/snps_0.2246.fasta,output/output_selection/matrix/matrix_0.2246.txt,output/output_selection/ancestral_sequence/ancestral_0.2246.fasta,output/output_selection/images/image_0.2246.png,output/output_selection/h_result/h_0.2246.txt,25365.4
0.2383,output/output_selection/fasta/selection_0.2383.fasta,-2.617704306646253,0.00010919688782910124,254.0,output/output_selection/snps/snps_0.2383.fasta,output/output_selection/matrix/matrix_0.2383.txt,output/output_selection/ancestral_sequence/ancestral_0.2383.fasta,output/output_selection/images/image_0.2383.png,output/output_selection/h_result/h_0.2383.txt,18694.2
0.2597,output/output_selection/fasta/selection_0.2597.fasta,-2.506282486152549,0.00014605106474187746,294.0,output/output_selection/snps/snps_0.2597.fasta,output/output_selection/matrix/matrix_0.2597.txt,output/output_selection/ancestral_sequence/ancestral_0.2597.fasta,output/output_selection/images/image_0.2597.png,output/output_selection/h_result/h_0.2597.txt,22527.6
0.2627,output/output_selection/fasta/selection_0.2627.fasta,-2.2879257918010327,0.00022241191729496774,356.0,output/output_selection/snps/snps_0.2627.fasta,output/output_selection/matrix/matrix_0.2627.txt,output/output_selection/ancestral_sequence/ancestral_0.2627.fasta,output/output_selection/images/image_0.2627.png,output/output_selection/h_result/h_0.2627.txt,17957.4
0.2978,output/output_selection/fasta/selection_0.2978.fasta,-2.5283724341754303,0.0001730204920173018,355.0,output/output_selection/snps/snps_0.2978.fasta,output/output_selection/matrix/matrix_0.2978.txt,output/output_selection/ancestral_sequence/ancestral_0.2978.fasta,output/output_selection/images/image_0.2978.png,output/output_selection/h_result/h_0.2978.txt,17568.5
0.3008,output/output_selection/fasta/selection_0.3008.fasta,-2.6994151397700508,9.485359691857588e-05,248.0,output/output_selection/snps/snps_0.3008.fasta,output/output_selection/matrix/matrix_0.3008.txt,output/output_selection/ancestral_sequence/ancestral_0.3008.fasta,output/output_selection/images/image_0.3008.png,output/output_selection/h_result/h_0.3008.txt,18837.3
0.3252,output/output_selection/fasta/selection_0.3252.fasta,-2.7466834550931845,8.964556819078236e-05,252.0,output/output_selection/snps/snps_0.3252.fasta,output/output_selection/matrix/matrix_0.3252.txt,output/output_selection/ancestral_sequence/ancestral_0.3252.fasta,output/output_selection/images/image_0.3252.png,output/output_selection/h_result/h_0.3252.txt,21947.9
0.3603,output/output_selection/fasta/selection_0.3603.fasta,-2.886699607353451,0.00012381896383056298,433.0,output/output_selection/snps/snps_0.3603.fasta,output/output_selection/matrix/matrix_0.3603.txt,output/output_selection/ancestral_sequence/ancestral_0.3603.fasta,output/output_selection/images/image_0.3603.png,output/output_selection/h_result/h_0.3603.txt,20621.1
0.3633,output/output_selection/fasta/selection_0.3633.fasta,-2.632003861264192,0.00015289746092438062,357.0,output/output_selection/snps/snps_0.3633.fasta,output/output_selection/matrix/matrix_0.3633.txt,output/output_selection/ancestral_sequence/ancestral_0.3633.fasta,output/output_selection/images/image_0.3633.png,output/output_selection/h_result/h_0.3633.txt,18260.9
0.374,output/output_selection/fasta/selection_0.374.fasta,-2.682751385688761,0.00011843113892093379,299.0,output/output_selection/snps/snps_0.374.fasta,output/output_selection/matrix/matrix_0.374.txt,output/output_selection/ancestral_sequence/ancestral_0.374.fasta,output/output_selection/images/image_0.374.png,output/output_selection/h_result/h_0.374.txt,19920.5
0.3847,output/output_selection/fasta/selection_0.3847.fasta,-2.2495751792312078,0.00028768197166513206,443.0,output/output_selection/snps/snps_0.3847.fasta,output/output_selection/matrix/matrix_0.3847.txt,output/output_selection/ancestral_sequence/ancestral_0.3847.fasta,output/output_selection/images/image_0.3847.png,output/output_selection/h_result/h_0.3847.txt,18202.2
0.3849,output/output_selection/fasta/selection_0.3849.fasta,-2.710466458562004,8.967991128169486e-05,239.0,output/output_selection/snps/snps_0.3849.fasta,output/output_selection/matrix/matrix_0.3849.txt,output/output_selection/ancestral_sequence/ancestral_0.3849.fasta,output/output_selection/images/image_0.3849.png,output/output_selection/h_result/h_0.3849.txt,18869.4
0.3877,output/output_selection/fasta/selection_0.3877.fasta,-2.6553787681093426,0.00011017667601101729,269.0,output/output_selection/snps/snps_0.3877.fasta,output/output_selection/matrix/matrix_0.3877.txt,output/output_selection/ancestral_sequence/ancestral_0.3877.fasta,output/output_selection/images/image_0.3877.png,output/output_selection/h_result/h_0.3877.txt,15443.1
0.4258,output/output_selection/fasta/selection_0.4258.fasta,-2.6725261763483266,0.00015559844401555909,383.0,output/output_selection/snps/snps_0.4258.fasta,output/output_selection/matrix/matrix_0.4258.txt,output/output_selection/ancestral_sequence/ancestral_0.4258.fasta,output/output_selection/images/image_0.4258.png,output/output_selection/h_result/h_0.4258.txt,19293.7
0.4609,output/output_selection/fasta/selection_0.4609.fasta,-2.7318789944850765,8.945769128167267e-05,246.0,output/output_selection/snps/snps_0.4609.fasta,output/output_selection/matrix/matrix_0.4609.txt,output/output_selection/ancestral_sequence/ancestral_0.4609.fasta,output/output_selection/images/image_0.4609.png,output/output_selection/h_result/h_0.4609.txt,22465.6
0.4853,output/output_selection/fasta/selection_0.4853.fasta,-2.7508312325116107,0.00011697054746624207,326.0,output/output_selection/snps/snps_0.4853.fasta,output/output_selection/matrix/matrix_0.4853.txt,output/output_selection/ancestral_sequence/ancestral_0.4853.fasta,output/output_selection/images/image_0.4853.png,output/output_selection/h_result/h_0.4853.txt,16169.1
0.499,output/output_selection/fasta/selection_0.499.fasta,-2.5969347748274987,0.00010711610055616579,243.0,output/output_selection/snps/snps_0.499.fasta,output/output_selection/matrix/matrix_0.499.txt,output/output_selection/ancestral_sequence/ancestral_0.499.fasta,output/output_selection/images/image_0.499.png,output/output_selection/h_result/h_0.499.txt,15148.8
0.5006,output/output_selection/fasta/selection_0.5006.fasta,-2.584027625847813,0.00017871538456332557,391.0,output/output_selection/snps/snps_0.5006.fasta,output/output_selection/matrix/matrix_0.5006.txt,output/output_selection/ancestral_sequence/ancestral_0.5006.fasta,output/output_selection/images/image_0.5006.png,output/output_selection/h_result/h_0.5006.txt,13975.6
0.5478,output/output_selection/fasta/selection_0.5478.fasta,-2.6877243484626843,0.00010849386455630352,277.0,output/output_selection/snps/snps_0.5478.fasta,output/output_selection/matrix/matrix_0.5478.txt,output/output_selection/ancestral_sequence/ancestral_0.5478.fasta,output/output_selection/images/image_0.5478.png,output/output_selection/h_result/h_0.5478.txt,17255.9
0.56,output/output_selection/fasta/selection_0.56.fasta,-2.4748040078256124,0.0001326835216496315,259.0,output/output_selection/snps/snps_0.56.fasta,output/output_selection/matrix/matrix_0.56.txt,output/output_selection/ancestral_sequence/ancestral_0.56.fasta,output/output_selection/images/image_0.56.png,output/output_selection/h_result/h_0.56.txt,18914.1
0.5859,output/output_selection/fasta/selection_0.5859.fasta,-2.594188893592103,0.00011821295928454832,266.0,output/output_selection/snps/snps_0.5859.fasta,output/output_selection/matrix/matrix_0.5859.txt,output/output_selection/ancestral_sequence/ancestral_0.5859.fasta,output/output_selection/images/image_0.5859.png,output/output_selection/h_result/h_0.5859.txt,21154.6
0.6318,output/output_selection/fasta/selection_0.6318.fasta,-2.6217269340756677,0.00010095656619191344,237.0,output/output_selection/snps/snps_0.6318.fasta,output/output_selection/matrix/matrix_0.6318.txt,output/output_selection/ancestral_sequence/ancestral_0.6318.fasta,output/output_selection/images/image_0.6318.png,output/output_selection/h_result/h_0.6318.txt,21296.3
0.638,output/output_selection/fasta/selection_0.638.fasta,-2.4981713961624736,0.00015001668165136482,299.0,output/output_selection/snps/snps_0.638.fasta,output/output_selection/matrix/matrix_0.638.txt,output/output_selection/ancestral_sequence/ancestral_0.638.fasta,output/output_selection/images/image_0.638.png,output/output_selection/h_result/h_0.638.txt,21244.8
0.6484,output/output_selection/fasta/selection_0.6484.fasta,-2.703050622064433,9.757074146430214e-05,256.0,output/output_selection/snps/snps_0.6484.fasta,output/output_selection/matrix/matrix_0.6484.txt,output/output_selection/ancestral_sequence/ancestral_0.6484.fasta,output/output_selection/images/image_0.6484.png,output/output_selection/h_result/h_0.6484.txt,21414.8
0.6728,output/output_selection/fasta/selection_0.6728.fasta,-2.6961170609110083,0.00010838679491992913,280.0,output/output_selection/snps/snps_0.6728.fasta,output/output_selection/matrix/matrix_0.6728.txt,output/output_selection/ancestral_sequence/ancestral_0.6728.fasta,output/output_selection/images/image_0.6728.png,output/output_selection/h_result/h_0.6728.txt,17679.6
0.685,output/output_selection/fasta/selection_0.685.fasta,-2.7225929991092626,9.548793400954836e-05,258.0,output/output_selection/snps/snps_0.685.fasta,output/output_selection/matrix/matrix_0.685.txt,output/output_selection/ancestral_sequence/ancestral_0.685.fasta,output/output_selection/images/image_0.685.png,output/output_selection/h_result/h_0.685.txt,19931.7
0.6974,output/output_selection/fasta/selection_0.6974.fasta,-2.4508367679031484,0.00016085091674335718,304.0,output/output_selection/snps/snps_0.6974.fasta,output/output_selection/matrix/matrix_0.6974.txt,output/output_selection/ancestral_sequence/ancestral_0.6974.fasta,output/output_selection/images/image_0.6974.png,output/output_selection/h_result/h_0.6974.txt,23904.6
0.7537,output/output_selection/fasta/selection_0.7537.fasta,-2.6766099444575566,9.851820673712424e-05,249.0,output/output_selection/snps/snps_0.7537.fasta,output/output_selection/matrix/matrix_0.7537.txt,output/output_selection/ancestral_sequence/ancestral_0.7537.fasta,output/output_selection/images/image_0.7537.png,output/output_selection/h_result/h_0.7537.txt,17081.5
0.7978,output/output_selection/fasta/selection_0.7978.fasta,-2.7783483653044496,8.50678361903245e-05,252.0,output/output_selection/snps/snps_0.7978.fasta,output/output_selection/matrix/matrix_0.7978.txt,output/output_selection/ancestral_sequence/ancestral_0.7978.fasta,output/output_selection/images/image_0.7978.png,output/output_selection/h_result/h_0.7978.txt,20453.8
0.8162,output/output_selection/fasta/selection_0.8162.fasta,-2.6295809057411685,0.00014135212183231664,330.0,output/output_selection/snps/snps_0.8162.fasta,output/output_selection/matrix/matrix_0.8162.txt,output/output_selection/ancestral_sequence/ancestral_0.8162.fasta,output/output_selection/images/image_0.8162.png,output/output_selection/h_result/h_0.8162.txt,20497.5
0.8193,output/output_selection/fasta/selection_0.8193.fasta,-2.8117861976825167,9.635055164599825e-05,299.0,output/output_selection/snps/snps_0.8193.fasta,output/output_selection/matrix/matrix_0.8193.txt,output/output_selection/ancestral_sequence/ancestral_0.8193.fasta,output/output_selection/images/image_0.8193.png,output/output_selection/h_result/h_0.8193.txt,22086.9
0.8255,output/output_selection/fasta/selection_0.8255.fasta,-2.679120024710151,0.00010693428419251116,270.0,output/output_selection/snps/snps_0.8255.fasta,output/output_selection/matrix/matrix_0.8255.txt,output/output_selection/ancestral_sequence/ancestral_0.8255.fasta,output/output_selection/images/image_0.8255.png,output/output_selection/h_result/h_0.8255.txt,19671.7
0.8603,output/output_selection/fasta/selection_0.8603.fasta,-2.736143992059588,0.00011507965728423466,314.0,output/output_selection/snps/snps_0.8603.fasta,output/output_selection/matrix/matrix_0.8603.txt,output/output_selection/ancestral_sequence/ancestral_0.8603.fasta,output/output_selection/images/image_0.8603.png,output/output_selection/h_result/h_0.8603.txt,15162.3
0.8725,output/output_selection/fasta/selection_0.8725.fasta,-2.5984063823582555,0.0001268391356490473,286.0,output/output_selection/snps/snps_0.8725.fasta,output/output_selection/matrix/matrix_0.8725.txt,output/output_selection/ancestral_sequence/ancestral_0.8725.fasta,output/output_selection/images/image_0.8725.png,output/output_selection/h_result/h_0.8725.txt,16866.3
0.874,output/output_selection/fasta/selection_0.874.fasta,-2.448425656006253,0.000196357632383272,368.0,output/output_selection/snps/snps_0.874.fasta,output/output_selection/matrix/matrix_0.874.txt,output/output_selection/ancestral_sequence/ancestral_0.874.fasta,output/output_selection/images/image_0.874.png,output/output_selection/h_result/h_0.874.txt,19080.3
0.8849,output/output_selection/fasta/selection_0.8849.fasta,-2.7003179775640698,9.634853146417983e-05,252.0,output/output_selection/snps/snps_0.8849.fasta,output/output_selection/matrix/matrix_0.8849.txt,output/output_selection/ancestral_sequence/ancestral_0.8849.fasta,output/output_selection/images/image_0.8849.png,output/output_selection/h_result/h_0.8849.txt,21863.8
0.888,output/output_selection/fasta/selection_0.888.fasta,-2.673485511827629,8.717690600871736e-05,221.0,output/output_selection/snps/snps_0.888.fasta,output/output_selection/matrix/matrix_0.888.txt,output/output_selection/ancestral_sequence/ancestral_0.888.fasta,output/output_selection/images/image_0.888.png,output/output_selection/h_result/h_0.888.txt,19895.4
0.935,output/output_selection/fasta/selection_0.935.fasta,-2.094667163366777,0.00025048436384322967,341.0,output/output_selection/snps/snps_0.935.fasta,output/output_selection/matrix/matrix_0.935.txt,output/output_selection/ancestral_sequence/ancestral_0.935.fasta,output/output_selection/images/image_0.935.png,output/output_selection/h_result/h_0.935.txt,21396.7
0.9381,output/output_selection/fasta/selection_0.9381.fasta,-2.700655742273247,9.183746546372885e-05,241.0,output/output_selection/snps/snps_0.9381.fasta,output/output_selection/matrix/matrix_0.9381.txt,output/output_selection/ancestral_sequence/ancestral_0.9381.fasta,output/output_selection/images/image_0.9381.png,output/output_selection/h_result/h_0.9381.txt,20821.0
0.9412,output/output_selection/fasta/selection_0.9412.fasta,-2.764072126754137,8.89809283725341e-05,257.0,output/output_selection/snps/snps_0.9412.fasta,output/output_selection/matrix/matrix_0.9412.txt,output/output_selection/ancestral_sequence/ancestral_0.9412.fasta,output/output_selection/images/image_0.9412.png,output/output_selection/h_result/h_0.9412.txt,20636.9
0.0123,output/output_selection/fasta/selection_0.0123.fasta,-0.8434155108294158,0.0009336977337297351,643.0,output/output_selection/snps/snps_0.0123.fasta,output/output_selection/matrix/matrix_0.0123.txt,output/output_selection/ancestral_sequence/ancestral_0.0123.fasta,output/output_selection/images/image_0.0123.png,output/output_selection/h_result/h_0.0123.txt,13746.5
0.0397,output/output_selection/fasta/selection_0.0397.fasta,-2.22204966296977,0.00029463139712037175,443.0,output/output_selection/snps/snps_0.0397.fasta,output/output_selection/matrix/matrix_0.0397.txt,output/output_selection/ancestral_sequence/ancestral_0.0397.fasta,output/output_selection/images/image_0.0397.png,output/output_selection/h_result/h_0.0397.txt,19168.6
0.0534,output/output_selection/fasta/selection_0.0534.fasta,-2.152443878946439,0.0003164978451225587,449.0,output/output_selection/snps/snps_0.0534.fasta,output/output_selection/matrix/matrix_0.0534.txt,output/output_selection/ancestral_sequence/ancestral_0.0534.fasta,output/output_selection/images/image_0.0534.png,output/output_selection/h_result/h_0.0534.txt,14839.9
0.0748,output/output_selection/fasta/selection_0.0748.fasta,-2.070069817032238,0.000349004590762174,464.0,output/output_selection/snps/snps_0.0748.fasta,output/output_selection/matrix/matrix_0.0748.txt,output/output_selection/ancestral_sequence/ancestral_0.0748.fasta,output/output_selection/images/image_0.0748.png,output/output_selection/h_result/h_0.0748.txt,17410.0
0.0778,output/output_selection/fasta/selection_0.0778.fasta,-1.8704016324350523,0.000477894210956883,551.0,output/output_selection/snps/snps_0.0778.fasta,output/output_selection/matrix/matrix_0.0778.txt,output/output_selection/ancestral_sequence/ancestral_0.0778.fasta,output/output_selection/images/image_0.0778.png,output/output_selection/h_result/h_0.0778.txt,14391.1
0.1129,output/output_selection/fasta/selection_0.1129.fasta,-2.65336332707724,0.00012086545801208598,293.0,output/output_selection/snps/snps_0.1129.fasta,output/output_selection/matrix/matrix_0.1129.txt,output/output_selection/ancestral_sequence/ancestral_0.1129.fasta,output/output_selection/images/image_0.1129.png,output/output_selection/h_result/h_0.1129.txt,20191.2
0.1159,output/output_selection/fasta/selection_0.1159.fasta,-2.404064116140604,0.00022173111602217247,396.0,output/output_selection/snps/snps_0.1159.fasta,output/output_selection/matrix/matrix_0.1159.txt,output/output_selection/ancestral_sequence/ancestral_0.1159.fasta,output/output_selection/images/image_0.1159.png,output/output_selection/h_result/h_0.1159.txt,23602.3
0.1403,output/output_selection/fasta/selection_0.1403.fasta,-2.109669346482752,0.00035776813949032376,490.0,output/output_selection/snps/snps_0.1403.fasta,output/output_selection/matrix/matrix_0.1403.txt,output/output_selection/ancestral_sequence/ancestral_0.1403.fasta,output/output_selection/images/image_0.1403.png,output/output_selection/h_result/h_0.1403.txt,17512.4
0.151,output/output_selection/fasta/selection_0.151.fasta,-1.3968712596668045,0.00047897702841153653,422.0,output/output_selection/snps/snps_0.151.fasta,output/output_selection/matrix/matrix_0.151.txt,output/output_selection/ancestral_sequence/ancestral_0.151.fasta,output/output_selection/images/image_0.151.png,output/output_selection/h_result/h_0.151.txt,24284.4
0.1784,output/output_selection/fasta/selection_0.1784.fasta,-2.6463227459501852,0.00010197271764656048,247.0,output/output_selection/snps/snps_0.1784.fasta,output/output_selection/matrix/matrix_0.1784.txt,output/output_selection/ancestral_sequence/ancestral_0.1784.fasta,output/output_selection/images/image_0.1784.png,output/output_selection/h_result/h_0.1784.txt,20853.5
0.1998,output/output_selection/fasta/selection_0.1998.fasta,-1.8407465816733883,0.00039000822112991035,442.0,output/output_selection/snps/snps_0.1998.fasta,output/output_selection/matrix/matrix_0.1998.txt,output/output_selection/ancestral_sequence/ancestral_0.1998.fasta,output/output_selection/images/image_0.1998.png,output/output_selection/h_result/h_0.1998.txt,16647.2
0.2028,output/output_selection/fasta/selection_0.2028.fasta,-2.402563044788,0.00016465491910737422,296.0,output/output_selection/snps/snps_0.2028.fasta,output/output_selection/matrix/matrix_0.2028.txt,output/output_selection/ancestral_sequence/ancestral_0.2028.fasta,output/output_selection/images/image_0.2028.png,output/output_selection/h_result/h_0.2028.txt,14615.5
0.2135,output/output_selection/fasta/selection_0.2135.fasta,-2.6585704694674304,0.0001049605665559502,258.0,output/output_selection/snps/snps_0.2135.fasta,output/output_selection/matrix/matrix_0.2135.txt,output/output_selection/ancestral_sequence/ancestral_0.2135.fasta,output/output_selection/images/image_0.2135.png,output/output_selection/h_result/h_0.2135.txt,17729.6
0.2165,output/output_selection/fasta/selection_0.2165.fasta,-2.0992065891266134,0.0003345926136698227,455.0,output/output_selection/snps/snps_0.2165.fasta,output/output_selection/matrix/matrix_0.2165.txt,output/output_selection/ancestral_sequence/ancestral_0.2165.fasta,output/output_selection/images/image_0.2165.png,output/output_selection/h_result/h_0.2165.txt,15204.9
0.2272,output/output_selection/fasta/selection_0.2272.fasta,-1.1439364188195429,0.00039203648367556765,307.0,output/output_selection/snps/snps_0.2272.fasta,output/output_selection/matrix/matrix_0.2272.txt,output/output_selection/ancestral_sequence/ancestral_0.2272.fasta,output/output_selection/images/image_0.2272.png,output/output_selection/h_result/h_0.2272.txt,21378.5
0.2516,output/output_selection/fasta/selection_0.2516.fasta,-1.039606682659658,0.0005461197913273402,408.0,output/output_selection/snps/snps_0.2516.fasta,output/output_selection/matrix/matrix_0.2516.txt,output/output_selection/ancestral_sequence/ancestral_0.2516.fasta,output/output_selection/images/image_0.2516.png,output/output_selection/h_result/h_0.2516.txt,16284.9
0.3034,output/output_selection/fasta/selection_0.3034.fasta,-2.701031772801879,0.00011611399037524755,301.0,output/output_selection/snps/snps_0.3034.fasta,output/output_selection/matrix/matrix_0.3034.txt,output/output_selection/ancestral_sequence/ancestral_0.3034.fasta,output/output_selection/images/image_0.3034.png,output/output_selection/h_result/h_0.3034.txt,19938.3
0.3074,output/output_selection/fasta/selection_0.3074.fasta,-2.5344193486799456,0.00018628500583681002,384.0,output/output_selection/snps/snps_0.3074.fasta,output/output_selection/matrix/matrix_0.3074.txt,output/output_selection/ancestral_sequence/ancestral_0.3074.fasta,output/output_selection/images/image_0.3074.png,output/output_selection/h_result/h_0.3074.txt,17971.0
0.3136,output/output_selection/fasta/selection_0.3136.fasta,-2.7270075313831312,0.00011984728637562061,322.0,output/output_selection/snps/snps_0.3136.fasta,output/output_selection/matrix/matrix_0.3136.txt,output/output_selection/ancestral_sequence/ancestral_0.3136.fasta,output/output_selection/images/image_0.3136.png,output/output_selection/h_result/h_0.3136.txt,20907.9
0.3141,output/output_selection/fasta/selection_0.3141.fasta,-2.7334530342520984,8.923547128165049e-05,246.0,output/output_selection/snps/snps_0.3141.fasta,output/output_selection/matrix/matrix_0.3141.txt,output/output_selection/ancestral_sequence/ancestral_0.3141.fasta,output/output_selection/images/image_0.3141.png,output/output_selection/h_result/h_0.3141.txt,22022.3
0.3198,output/output_selection/fasta/selection_0.3198.fasta,-2.668069465161562,0.0001353643029226269,333.0,output/output_selection/snps/snps_0.3198.fasta,output/output_selection/matrix/matrix_0.3198.txt,output/output_selection/ancestral_sequence/ancestral_0.3198.fasta,output/output_selection/images/image_0.3198.png,output/output_selection/h_result/h_0.3198.txt,20937.5
0.3629,output/output_selection/fasta/selection_0.3629.fasta,-2.6361266752964334,0.00010164948855561917,243.0,output/output_selection/snps/snps_0.3629.fasta,output/output_selection/matrix/matrix_0.3629.txt,output/output_selection/ancestral_sequence/ancestral_0.3629.fasta,output/output_selection/images/image_0.3629.png,output/output_selection/h_result/h_0.3629.txt,19456.3
0.3873,output/output_selection/fasta/selection_0.3873.fasta,-2.7391978011656906,9.456673110036532e-05,262.0,output/output_selection/snps/snps_0.3873.fasta,output/output_selection/matrix/matrix_0.3873.txt,output/output_selection/ancestral_sequence/ancestral_0.3873.fasta,output/output_selection/images/image_0.3873.png,output/output_selection/h_result/h_0.3873.txt,24069.9
0.4147,output/output_selection/fasta/selection_0.4147.fasta,-2.5989116451493897,0.00013324109183150538,300.0,output/output_selection/snps/snps_0.4147.fasta,output/output_selection/matrix/matrix_0.4147.txt,output/output_selection/ancestral_sequence/ancestral_0.4147.fasta,output/output_selection/images/image_0.4147.png,output/output_selection/h_result/h_0.4147.txt,19017.2
