selection_coefficient,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h,category_sfs_1,category_sfs_2,category_sfs_3,category_sfs_4,category_sfs_5,category_sfs_6,category_sfs_7,category_sfs_8,category_sfs_9
0.9293,output/output_selection/fasta/selection_0.9293.fasta,-2.4441849688899326,0.0002077110542025889,387.0,output/output_selection/snps/snps_0.9293.fasta,output/output_selection/matrix/matrix_0.9293.txt,output/output_selection/ancestral_sequence/ancestral_0.9293.fasta,output/output_selection/images/image_0.9293.png,output/output_selection/h_result/h_0.9293.txt,16006.3,0.19379845,0.06459948,0.10852713,0.06459949,0.00516796,0.00516796,0.0,0.0,0.18604652
0.9507,output/output_selection/fasta/selection_0.9507.fasta,-2.6528617251657263,0.0001079686172835238,263.0,output/output_selection/snps/snps_0.9507.fasta,output/output_selection/matrix/matrix_0.9507.txt,output/output_selection/ancestral_sequence/ancestral_0.9507.fasta,output/output_selection/images/image_0.9507.png,output/output_selection/h_result/h_0.9507.txt,16285.9,0.25855513,0.06463878,0.1026616,0.01520912,0.01140684,0.01520912,0.0,0.0,0.0
0.9781,output/output_selection/fasta/selection_0.9781.fasta,-2.6749283110123416,0.00010506157564686933,264.0,output/output_selection/snps/snps_0.9781.fasta,output/output_selection/matrix/matrix_0.9781.txt,output/output_selection/ancestral_sequence/ancestral_0.9781.fasta,output/output_selection/images/image_0.9781.png,output/output_selection/h_result/h_0.9781.txt,19349.8,0.1780303,0.06818182,0.12878788,0.04166667,0.00757576,0.0,0.0,0.0,0.0
0.9828,output/output_selection/fasta/selection_0.9828.fasta,-2.7252509776986353,9.705357491879593e-05,263.0,output/output_selection/snps/snps_0.9828.fasta,output/output_selection/matrix/matrix_0.9828.txt,output/output_selection/ancestral_sequence/ancestral_0.9828.fasta,output/output_selection/images/image_0.9828.png,output/output_selection/h_result/h_0.9828.txt,21565.1,0.19391635,0.0608365,0.07604563,0.026615969999999996,0.01901141,0.0,0.0,0.0,0.00380228
0.0069,output/output_selection/fasta/selection_0.0069.fasta,-0.3771028984057953,0.0010955223781095506,638.0,output/output_selection/snps/snps_0.0069.fasta,output/output_selection/matrix/matrix_0.0069.txt,output/output_selection/ancestral_sequence/ancestral_0.0069.fasta,output/output_selection/images/image_0.0069.png,output/output_selection/h_result/h_0.0069.txt,5574.92,0.09874608,0.0799373,0.06269593,0.07210031,0.057993720000000006,0.09717868999999998,0.0893417,0.07680250999999999,0.14106585
0.0176,output/output_selection/fasta/selection_0.0176.fasta,-1.0096811897661384,0.0009205726124556934,678.0,output/output_selection/snps/snps_0.0176.fasta,output/output_selection/matrix/matrix_0.0176.txt,output/output_selection/ancestral_sequence/ancestral_0.0176.fasta,output/output_selection/images/image_0.0176.png,output/output_selection/h_result/h_0.0176.txt,8392.29,0.12979351,0.07079646,0.09439528,0.05014749,0.03982301,0.06932155,0.04572272,0.04572270999999999,0.21976407999999997
0.0206,output/output_selection/fasta/selection_0.0206.fasta,-1.1774364569168267,0.0007875678818969371,624.0,output/output_selection/snps/snps_0.0206.fasta,output/output_selection/matrix/matrix_0.0206.txt,output/output_selection/ancestral_sequence/ancestral_0.0206.fasta,output/output_selection/images/image_0.0206.png,output/output_selection/h_result/h_0.0206.txt,11713.1,0.13461538,0.06730769,0.05608974,0.04326924,0.07852564000000001,0.03846154,0.04166665000000001,0.04166666,0.20352563000000007
0.0343,output/output_selection/fasta/selection_0.0343.fasta,-1.9101131157535418,0.00044669250277194257,529.0,output/output_selection/snps/snps_0.0343.fasta,output/output_selection/matrix/matrix_0.0343.txt,output/output_selection/ancestral_sequence/ancestral_0.0343.fasta,output/output_selection/images/image_0.0343.png,output/output_selection/h_result/h_0.0343.txt,15315.2,0.12854442,0.1342155,0.10396976,0.07750473000000001,0.0,0.030245750000000002,0.01134216,0.0,0.25708887
0.042,output/output_selection/fasta/selection_0.042.fasta,-2.339496080558636,0.00033937842439757415,565.0,output/output_selection/snps/snps_0.042.fasta,output/output_selection/matrix/matrix_0.042.txt,output/output_selection/ancestral_sequence/ancestral_0.042.fasta,output/output_selection/images/image_0.042.png,output/output_selection/h_result/h_0.042.txt,20038.2,0.16637168,0.0619469,0.047787609999999994,0.10619469000000001,0.0,0.01415929,0.0,0.0,0.23539822
0.0557,output/output_selection/fasta/selection_0.0557.fasta,-2.0275696852567644,0.000324867458396123,419.0,output/output_selection/snps/snps_0.0557.fasta,output/output_selection/matrix/matrix_0.0557.txt,output/output_selection/ancestral_sequence/ancestral_0.0557.fasta,output/output_selection/images/image_0.0557.png,output/output_selection/h_result/h_0.0557.txt,16475.2,0.11455847,0.07875895,0.10501194,0.07159904,0.0143198,0.03818615,0.0,0.0,0.23150356999999994
0.0587,output/output_selection/fasta/selection_0.0587.fasta,-2.5656398632452806,0.00016498218856195277,354.0,output/output_selection/snps/snps_0.0587.fasta,output/output_selection/matrix/matrix_0.0587.txt,output/output_selection/ancestral_sequence/ancestral_0.0587.fasta,output/output_selection/images/image_0.0587.png,output/output_selection/h_result/h_0.0587.txt,14854.1,0.20903955,0.07627119,0.11299435,0.031073450000000002,0.01129944,0.00564972,0.0,0.0,0.15254236999999998
0.0694,output/output_selection/fasta/selection_0.0694.fasta,-2.3457805315359903,0.0003149261436678558,528.0,output/output_selection/snps/snps_0.0694.fasta,output/output_selection/matrix/matrix_0.0694.txt,output/output_selection/ancestral_sequence/ancestral_0.0694.fasta,output/output_selection/images/image_0.0694.png,output/output_selection/h_result/h_0.0694.txt,12511.6,0.14015152,0.10037879,0.16098485,0.07007576,0.00757576,0.00189394,0.0,0.0,0.19128787999999997
0.1075,output/output_selection/fasta/selection_0.1075.fasta,-2.690822510436188,0.00012034021073930615,307.0,output/output_selection/snps/snps_0.1075.fasta,output/output_selection/matrix/matrix_0.1075.txt,output/output_selection/ancestral_sequence/ancestral_0.1075.fasta,output/output_selection/images/image_0.1075.png,output/output_selection/h_result/h_0.1075.txt,17220.1,0.13029316,0.13029316,0.07817589999999999,0.04234528,0.01302932,0.0,0.0,0.0,0.11074919
0.1182,output/output_selection/fasta/selection_0.1182.fasta,-2.690608138437093,0.00010968173146551309,281.0,output/output_selection/snps/snps_0.1182.fasta,output/output_selection/matrix/matrix_0.1182.txt,output/output_selection/ancestral_sequence/ancestral_0.1182.fasta,output/output_selection/images/image_0.1182.png,output/output_selection/h_result/h_0.1182.txt,17313.3,0.23131673,0.06049822,0.06761566,0.035587190000000005,0.00355872,0.00711744,0.0,0.0,0.0391459
0.1212,output/output_selection/fasta/selection_0.1212.fasta,-2.2131303521137857,0.0002526055547525327,378.0,output/output_selection/snps/snps_0.1212.fasta,output/output_selection/matrix/matrix_0.1212.txt,output/output_selection/ancestral_sequence/ancestral_0.1212.fasta,output/output_selection/images/image_0.1212.png,output/output_selection/h_result/h_0.1212.txt,18711.8,0.10582011,0.08994709,0.08201058,0.02910053,0.05291006,0.034391530000000003,0.0,0.0,0.17195765999999998
0.1289,output/output_selection/fasta/selection_0.1289.fasta,-2.1974048202356578,0.0002484076169339306,367.0,output/output_selection/snps/snps_0.1289.fasta,output/output_selection/matrix/matrix_0.1289.txt,output/output_selection/ancestral_sequence/ancestral_0.1289.fasta,output/output_selection/images/image_0.1289.png,output/output_selection/h_result/h_0.1289.txt,21911.1,0.1226158,0.08446866,0.19346048999999998,0.059945509999999994,0.02452316,0.00544959,0.0,0.0,0.19346050000000004
0.1319,output/output_selection/fasta/selection_0.1319.fasta,-2.525980935671151,0.00015383280510629176,316.0,output/output_selection/snps/snps_0.1319.fasta,output/output_selection/matrix/matrix_0.1319.txt,output/output_selection/ancestral_sequence/ancestral_0.1319.fasta,output/output_selection/images/image_0.1319.png,output/output_selection/h_result/h_0.1319.txt,18533.8,0.19936709,0.07594937,0.05696202,0.11392405,0.00632912,0.0,0.0,0.0,0.05696202999999999
0.1349,output/output_selection/fasta/selection_0.1349.fasta,-2.6673170754605047,0.00010239291546478436,255.0,output/output_selection/snps/snps_0.1349.fasta,output/output_selection/matrix/matrix_0.1349.txt,output/output_selection/ancestral_sequence/ancestral_0.1349.fasta,output/output_selection/images/image_0.1349.png,output/output_selection/h_result/h_0.1349.txt,19940.5,0.14901961,0.03529412,0.14509803999999998,0.02745099,0.0,0.00392157,0.0,0.0,0.05490196
0.1456,output/output_selection/fasta/selection_0.1456.fasta,-2.548415803694798,0.0001812507127453975,380.0,output/output_selection/snps/snps_0.1456.fasta,output/output_selection/matrix/matrix_0.1456.txt,output/output_selection/ancestral_sequence/ancestral_0.1456.fasta,output/output_selection/images/image_0.1456.png,output/output_selection/h_result/h_0.1456.txt,20987.9,0.13421053,0.08947368,0.16578947,0.01578948,0.01052632,0.0,0.0,0.0,0.16578947
0.1807,output/output_selection/fasta/selection_0.1807.fasta,-2.5802209848155173,0.00016771953492586265,366.0,output/output_selection/snps/snps_0.1807.fasta,output/output_selection/matrix/matrix_0.1807.txt,output/output_selection/ancestral_sequence/ancestral_0.1807.fasta,output/output_selection/images/image_0.1807.png,output/output_selection/h_result/h_0.1807.txt,18317.4,0.21857923,0.09562842,0.1010929,0.03825136,0.01092896,0.00273224,0.00273224,0.0,0.12841529
0.1914,output/output_selection/fasta/selection_0.1914.fasta,-1.218790149276788,0.0005752710149666188,465.0,output/output_selection/snps/snps_0.1914.fasta,output/output_selection/matrix/matrix_0.1914.txt,output/output_selection/ancestral_sequence/ancestral_0.1914.fasta,output/output_selection/images/image_0.1914.png,output/output_selection/h_result/h_0.1914.txt,16608.4,0.11827957,0.0516129,0.05806451,0.010752689999999999,0.04301076,0.16989246,0.0,0.0,0.20860218000000005
0.1944,output/output_selection/fasta/selection_0.1944.fasta,-2.4051670030138026,0.00020430098729315658,366.0,output/output_selection/snps/snps_0.1944.fasta,output/output_selection/matrix/matrix_0.1944.txt,output/output_selection/ancestral_sequence/ancestral_0.1944.fasta,output/output_selection/images/image_0.1944.png,output/output_selection/h_result/h_0.1944.txt,21632.2,0.11748634,0.09836066,0.10382514000000001,0.05737705,0.030054639999999997,0.0,0.0,0.0,0.11202184
0.1974,output/output_selection/fasta/selection_0.1974.fasta,-2.772251738739118,0.00011261301528398809,325.0,output/output_selection/snps/snps_0.1974.fasta,output/output_selection/matrix/matrix_0.1974.txt,output/output_selection/ancestral_sequence/ancestral_0.1974.fasta,output/output_selection/images/image_0.1974.png,output/output_selection/h_result/h_0.1974.txt,22030.9,0.21230769,0.06153846,0.04615384,0.036923069999999995,0.0,0.0,0.0,0.0,0.14769231
0.2051,output/output_selection/fasta/selection_0.2051.fasta,-2.3578194545909463,0.0001836244263819981,315.0,output/output_selection/snps/snps_0.2051.fasta,output/output_selection/matrix/matrix_0.2051.txt,output/output_selection/ancestral_sequence/ancestral_0.2051.fasta,output/output_selection/images/image_0.2051.png,output/output_selection/h_result/h_0.2051.txt,17367.7,0.1047619,0.13333333,0.08571428,0.07936507000000001,0.01587301,0.00952381,0.0031746,0.0,0.12063491999999999
0.2462,output/output_selection/fasta/selection_0.2462.fasta,-2.6309632851433853,0.00015177423983335877,354.0,output/output_selection/snps/snps_0.2462.fasta,output/output_selection/matrix/matrix_0.2462.txt,output/output_selection/ancestral_sequence/ancestral_0.2462.fasta,output/output_selection/images/image_0.2462.png,output/output_selection/h_result/h_0.2462.txt,23460.1,0.07627119,0.14124294,0.09039548,0.04237289,0.0,0.0,0.0,0.0,0.20056498
0.292,output/output_selection/fasta/selection_0.292.fasta,-2.5930245806470094,0.000151980298378834,338.0,output/output_selection/snps/snps_0.292.fasta,output/output_selection/matrix/matrix_0.292.txt,output/output_selection/ancestral_sequence/ancestral_0.292.fasta,output/output_selection/images/image_0.292.png,output/output_selection/h_result/h_0.292.txt,15041.6,0.13905325,0.06804734,0.14497042,0.02366864,0.00887574,0.00295858,0.0,0.0,0.13609468
0.3228,output/output_selection/fasta/selection_0.3228.fasta,-2.643033772537705,0.00012785730728551273,305.0,output/output_selection/snps/snps_0.3228.fasta,output/output_selection/matrix/matrix_0.3228.txt,output/output_selection/ancestral_sequence/ancestral_0.3228.fasta,output/output_selection/images/image_0.3228.png,output/output_selection/h_result/h_0.3228.txt,19066.5,0.19016393,0.14754098,0.09508197,0.009836069999999999,0.00327869,0.0,0.0,0.0,0.10819672
0.3301,output/output_selection/fasta/selection_0.3301.fasta,-2.7318092102282536,0.0001177988220117793,319.0,output/output_selection/snps/snps_0.3301.fasta,output/output_selection/matrix/matrix_0.3301.txt,output/output_selection/ancestral_sequence/ancestral_0.3301.fasta,output/output_selection/images/image_0.3301.png,output/output_selection/h_result/h_0.3301.txt,20962.1,0.22257053,0.06269592,0.07523511,0.02821316,0.0,0.0031348,0.0,0.0,0.08150470999999998
0.3682,output/output_selection/fasta/selection_0.3682.fasta,-2.54539745707968,0.0001616731307434397,339.0,output/output_selection/snps/snps_0.3682.fasta,output/output_selection/matrix/matrix_0.3682.txt,output/output_selection/ancestral_sequence/ancestral_0.3682.fasta,output/output_selection/images/image_0.3682.png,output/output_selection/h_result/h_0.3682.txt,18760.8,0.26843658,0.0560472,0.044247789999999995,0.06489675,0.01474926,0.00294985,0.0,0.0,0.14749262
0.4063,output/output_selection/fasta/selection_0.4063.fasta,-2.5657391395818765,0.00014134606128686142,305.0,output/output_selection/snps/snps_0.4063.fasta,output/output_selection/matrix/matrix_0.4063.txt,output/output_selection/ancestral_sequence/ancestral_0.4063.fasta,output/output_selection/images/image_0.4063.png,output/output_selection/h_result/h_0.4063.txt,20366.7,0.21639344,0.06885246,0.12459017,0.01967214,0.00983607,0.00327869,0.0,0.0,0.14098361
0.42,output/output_selection/fasta/selection_0.42.fasta,-2.7013685546280004,9.4980868373134e-05,249.0,output/output_selection/snps/snps_0.42.fasta,output/output_selection/matrix/matrix_0.42.txt,output/output_selection/ancestral_sequence/ancestral_0.42.fasta,output/output_selection/images/image_0.42.png,output/output_selection/h_result/h_0.42.txt,17338.0,0.21686747,0.08032129,0.09638555,0.01204819,0.01606426,0.0,0.0,0.0,0.04016064
0.4551,output/output_selection/fasta/selection_0.4551.fasta,-2.5703168383780794,0.00016259837401625922,351.0,output/output_selection/snps/snps_0.4551.fasta,output/output_selection/matrix/matrix_0.4551.txt,output/output_selection/ancestral_sequence/ancestral_0.4551.fasta,output/output_selection/images/image_0.4551.png,output/output_selection/h_result/h_0.4551.txt,16192.7,0.22507123,0.09401709,0.08831908999999999,0.02564102,0.008546999999999999,0.00854701,0.0,0.0,0.09116808
0.4718,output/output_selection/fasta/selection_0.4718.fasta,-2.328104891051824,0.00019021021910992948,317.0,output/output_selection/snps/snps_0.4718.fasta,output/output_selection/matrix/matrix_0.4718.txt,output/output_selection/ancestral_sequence/ancestral_0.4718.fasta,output/output_selection/images/image_0.4718.png,output/output_selection/h_result/h_0.4718.txt,21239.0,0.11041009,0.05047319,0.11356466,0.05047318,0.00630914,0.02523658,0.0,0.0,0.11671924000000002
0.4932,output/output_selection/fasta/selection_0.4932.fasta,-2.677921215571549,0.00010753831855620812,271.0,output/output_selection/snps/snps_0.4932.fasta,output/output_selection/matrix/matrix_0.4932.txt,output/output_selection/ancestral_sequence/ancestral_0.4932.fasta,output/output_selection/images/image_0.4932.png,output/output_selection/h_result/h_0.4932.txt,23138.0,0.29151292,0.11808118,0.05166051000000001,0.03690037,0.0,0.00369004,0.0,0.0,0.03321033
0.4962,output/output_selection/fasta/selection_0.4962.fasta,-2.505147792977529,0.00013953193801395254,281.0,output/output_selection/snps/snps_0.4962.fasta,output/output_selection/matrix/matrix_0.4962.txt,output/output_selection/ancestral_sequence/ancestral_0.4962.fasta,output/output_selection/images/image_0.4962.png,output/output_selection/h_result/h_0.4962.txt,19848.5,0.21708185,0.07829181,0.17081849999999998,0.0355872,0.00355872,0.01067616,0.0,0.0,0.04982206
0.5343,output/output_selection/fasta/selection_0.5343.fasta,-2.5590339680133765,0.00021635339202163523,457.0,output/output_selection/snps/snps_0.5343.fasta,output/output_selection/matrix/matrix_0.5343.txt,output/output_selection/ancestral_sequence/ancestral_0.5343.fasta,output/output_selection/images/image_0.5343.png,output/output_selection/h_result/h_0.5343.txt,18435.8,0.20131291,0.08315098,0.11159737,0.03282276,0.00437636,0.00218818,0.0,0.0,0.23632384
0.5801,output/output_selection/fasta/selection_0.5801.fasta,-2.737358454492413,8.791427237242736e-05,244.0,output/output_selection/snps/snps_0.5801.fasta,output/output_selection/matrix/matrix_0.5801.txt,output/output_selection/ancestral_sequence/ancestral_0.5801.fasta,output/output_selection/images/image_0.5801.png,output/output_selection/h_result/h_0.5801.txt,21587.4,0.18852459,0.07786885,0.09016393,0.020491799999999998,0.00819672,0.0,0.0,0.0,0.0
0.5938,output/output_selection/fasta/selection_0.5938.fasta,-2.6575600904541026,0.00010511006001051056,258.0,output/output_selection/snps/snps_0.5938.fasta,output/output_selection/matrix/matrix_0.5938.txt,output/output_selection/ancestral_sequence/ancestral_0.5938.fasta,output/output_selection/images/image_0.5938.png,output/output_selection/h_result/h_0.5938.txt,18173.8,0.14728682,0.08527132,0.11627907000000001,0.0503876,0.01162791,0.0,0.0,0.0,0.0
0.6212,output/output_selection/fasta/selection_0.6212.fasta,-2.7011444406991165,8.65001450995587e-05,228.0,output/output_selection/snps/snps_0.6212.fasta,output/output_selection/matrix/matrix_0.6212.txt,output/output_selection/ancestral_sequence/ancestral_0.6212.fasta,output/output_selection/images/image_0.6212.png,output/output_selection/h_result/h_0.6212.txt,23131.5,0.23684211,0.11842105,0.05701754,0.03508771,0.00877193,0.0,0.0,0.0,0.0
0.6426,output/output_selection/fasta/selection_0.6426.fasta,-2.6978885825476726,0.00010443733946498888,271.0,output/output_selection/snps/snps_0.6426.fasta,output/output_selection/matrix/matrix_0.6426.txt,output/output_selection/ancestral_sequence/ancestral_0.6426.fasta,output/output_selection/images/image_0.6426.png,output/output_selection/h_result/h_0.6426.txt,18222.7,0.22140221,0.09594096,0.11439114,0.02214022,0.00369004,0.0,0.0,0.0,0.0
0.6593,output/output_selection/fasta/selection_0.6593.fasta,-2.4807186926416698,0.00022667450093175802,438.0,output/output_selection/snps/snps_0.6593.fasta,output/output_selection/matrix/matrix_0.6593.txt,output/output_selection/ancestral_sequence/ancestral_0.6593.fasta,output/output_selection/images/image_0.6593.png,output/output_selection/h_result/h_0.6593.txt,19203.5,0.15068493,0.10958904,0.10958904,0.06392695000000001,0.006849320000000001,0.00456622,0.0,0.0,0.19178085
0.7051,output/output_selection/fasta/selection_0.7051.fasta,-2.7206574053592565,9.064757837270078e-05,245.0,output/output_selection/snps/snps_0.7051.fasta,output/output_selection/matrix/matrix_0.7051.txt,output/output_selection/ancestral_sequence/ancestral_0.7051.fasta,output/output_selection/images/image_0.7051.png,output/output_selection/h_result/h_0.7051.txt,17813.4,0.26938776,0.09387755,0.04489796,0.03265306,0.0122449,0.0,0.0,0.0,0.0
0.7325,output/output_selection/fasta/selection_0.7325.fasta,-2.6402223327371166,0.00011515238382969663,275.0,output/output_selection/snps/snps_0.7325.fasta,output/output_selection/matrix/matrix_0.7325.txt,output/output_selection/ancestral_sequence/ancestral_0.7325.fasta,output/output_selection/images/image_0.7325.png,output/output_selection/h_result/h_0.7325.txt,18435.3,0.19272727,0.08727273,0.09818182,0.03999999,0.00727273,0.00363636,0.0,0.0,0.06181818
0.8224,output/output_selection/fasta/selection_0.8224.fasta,-2.75242694075286,9.5590963282286e-05,270.0,output/output_selection/snps/snps_0.8224.fasta,output/output_selection/matrix/matrix_0.8224.txt,output/output_selection/ancestral_sequence/ancestral_0.8224.fasta,output/output_selection/images/image_0.8224.png,output/output_selection/h_result/h_0.8224.txt,17453.8,0.25555556,0.12222222,0.04444444,0.02592592,0.0,0.0,0.0,0.0,0.0
0.8301,output/output_selection/fasta/selection_0.8301.fasta,-2.678045798592228,0.00010626358382880778,268.0,output/output_selection/snps/snps_0.8301.fasta,output/output_selection/matrix/matrix_0.8301.txt,output/output_selection/ancestral_sequence/ancestral_0.8301.fasta,output/output_selection/images/image_0.8301.png,output/output_selection/h_result/h_0.8301.txt,19729.0,0.17164179,0.07835821,0.11567165,0.02238806,0.01865672,0.00373134,0.0,0.0,0.0
0.8822,output/output_selection/fasta/selection_0.8822.fasta,-2.53079846964129,0.00019159404365552213,393.0,output/output_selection/snps/snps_0.8822.fasta,output/output_selection/matrix/matrix_0.8822.txt,output/output_selection/ancestral_sequence/ancestral_0.8822.fasta,output/output_selection/images/image_0.8822.png,output/output_selection/h_result/h_0.8822.txt,16867.6,0.12468193,0.0610687,0.09923663999999999,0.08651399,0.00254453,0.0,0.0,0.0,0.09923663999999999
0.8926,output/output_selection/fasta/selection_0.8926.fasta,-2.674957390604874,0.00011472208510238081,287.0,output/output_selection/snps/snps_0.8926.fasta,output/output_selection/matrix/matrix_0.8926.txt,output/output_selection/ancestral_sequence/ancestral_0.8926.fasta,output/output_selection/images/image_0.8926.png,output/output_selection/h_result/h_0.8926.txt,22352.7,0.16724739,0.16376307,0.052264809999999995,0.034843200000000005,0.00348432,0.0,0.0,0.0,0.07317073
0.9063,output/output_selection/fasta/selection_0.9063.fasta,-2.7566223413049884,9.793437419161118e-05,278.0,output/output_selection/snps/snps_0.9063.fasta,output/output_selection/matrix/matrix_0.9063.txt,output/output_selection/ancestral_sequence/ancestral_0.9063.fasta,output/output_selection/images/image_0.9063.png,output/output_selection/h_result/h_0.9063.txt,21915.3,0.26618705,0.08273381,0.07913669,0.01079136,0.00359712,0.0,0.0,0.0,0.0
0.9093,output/output_selection/fasta/selection_0.9093.fasta,-2.6955940770676405,0.00010928779601092844,282.0,output/output_selection/snps/snps_0.9093.fasta,output/output_selection/matrix/matrix_0.9093.txt,output/output_selection/ancestral_sequence/ancestral_0.9093.fasta,output/output_selection/images/image_0.9093.png,output/output_selection/h_result/h_0.9093.txt,16180.9,0.21631206,0.07446809,0.10283687999999999,0.0390071,0.0035461,0.0,0.0,0.0,0.0
0.9337,output/output_selection/fasta/selection_0.9337.fasta,-2.497856862321462,0.00019689904111059862,389.0,output/output_selection/snps/snps_0.9337.fasta,output/output_selection/matrix/matrix_0.9337.txt,output/output_selection/ancestral_sequence/ancestral_0.9337.fasta,output/output_selection/images/image_0.9337.png,output/output_selection/h_result/h_0.9337.txt,21172.3,0.13624679,0.11568123,0.18251928,0.01542416,0.00514138,0.0,0.0,0.0,0.15681233
0.9478,output/output_selection/fasta/selection_0.9478.fasta,-2.6911285217951595,8.082545437171853e-05,211.0,output/output_selection/snps/snps_0.9478.fasta,output/output_selection/matrix/matrix_0.9478.txt,output/output_selection/ancestral_sequence/ancestral_0.9478.fasta,output/output_selection/images/image_0.9478.png,output/output_selection/h_result/h_0.9478.txt,22485.2,0.20379147,0.09478673,0.09004739,0.03791469,0.00473934,0.0,0.0,0.0,0.0
0.9551,output/output_selection/fasta/selection_0.9551.fasta,-2.82362081761662,0.00013737034346828172,427.0,output/output_selection/snps/snps_0.9551.fasta,output/output_selection/matrix/matrix_0.9551.txt,output/output_selection/ancestral_sequence/ancestral_0.9551.fasta,output/output_selection/images/image_0.9551.png,output/output_selection/h_result/h_0.9551.txt,15838.4,0.14051522,0.06323185,0.03747072,0.0234192,0.0117096,0.0,0.0,0.0,0.16159251
0.968,output/output_selection/fasta/selection_0.968.fasta,-2.6387604981500545,0.0001083322500108328,259.0,output/output_selection/snps/snps_0.968.fasta,output/output_selection/matrix/matrix_0.968.txt,output/output_selection/ancestral_sequence/ancestral_0.968.fasta,output/output_selection/images/image_0.968.png,output/output_selection/h_result/h_0.968.txt,20997.9,0.19305019,0.05019305,0.09266409,0.057915060000000004,0.01544401,0.0,0.0,0.0,0.05405406
0.9718,output/output_selection/fasta/selection_0.9718.fasta,-2.6435780042663284,9.973435619179136e-05,241.0,output/output_selection/snps/snps_0.9718.fasta,output/output_selection/matrix/matrix_0.9718.txt,output/output_selection/ancestral_sequence/ancestral_0.9718.fasta,output/output_selection/images/image_0.9718.png,output/output_selection/h_result/h_0.9718.txt,18345.6,0.24481328,0.11618257,0.10373444000000001,0.0373444,0.00829876,0.0,0.0,0.0,0.0
0.0074,output/output_selection/fasta/selection_0.0074.fasta,-1.4971230839802163,0.0007458248649836758,690.0,output/output_selection/snps/snps_0.0074.fasta,output/output_selection/matrix/matrix_0.0074.txt,output/output_selection/ancestral_sequence/ancestral_0.0074.fasta,output/output_selection/images/image_0.0074.png,output/output_selection/h_result/h_0.0074.txt,15706.8,0.11449275,0.10724638,0.09710145,0.04492754,0.07971015000000001,0.056521749999999996,0.013043490000000001,0.01449278,0.20724638999999997
0.0181,output/output_selection/fasta/selection_0.0181.fasta,-0.7734255200987428,0.0010773447821077306,722.0,output/output_selection/snps/snps_0.0181.fasta,output/output_selection/matrix/matrix_0.0181.txt,output/output_selection/ancestral_sequence/ancestral_0.0181.fasta,output/output_selection/images/image_0.0181.png,output/output_selection/h_result/h_0.0181.txt,9907.6,0.12465374,0.09141274,0.08171745,0.06786703,0.0401662,0.09418283,0.06094179999999999,0.056786680000000006,0.17590024999999998
0.0318,output/output_selection/fasta/selection_0.0318.fasta,-1.2955601938685506,0.0006149130427887692,515.0,output/output_selection/snps/snps_0.0318.fasta,output/output_selection/matrix/matrix_0.0318.txt,output/output_selection/ancestral_sequence/ancestral_0.0318.fasta,output/output_selection/images/image_0.0318.png,output/output_selection/h_result/h_0.0318.txt,16839.3,0.11650485,0.09902913,0.0446602,0.03106796,0.01747573,0.08155340999999999,0.056310679999999995,0.03300973,0.20194178
0.0425,output/output_selection/fasta/selection_0.0425.fasta,-1.836124287579804,0.0003849133225839461,435.0,output/output_selection/snps/snps_0.0425.fasta,output/output_selection/matrix/matrix_0.0425.txt,output/output_selection/ancestral_sequence/ancestral_0.0425.fasta,output/output_selection/images/image_0.0425.png,output/output_selection/h_result/h_0.0425.txt,19699.3,0.1954023,0.03678161,0.04367817,0.0275862,0.020689649999999997,0.0735632,0.020689649999999997,0.01609195,0.14712642
0.105,output/output_selection/fasta/selection_0.105.fasta,-2.010037345021301,0.0003807921516744457,484.0,output/output_selection/snps/snps_0.105.fasta,output/output_selection/matrix/matrix_0.105.txt,output/output_selection/ancestral_sequence/ancestral_0.105.fasta,output/output_selection/images/image_0.105.png,output/output_selection/h_result/h_0.105.txt,12464.6,0.13016529,0.08471074,0.04958678,0.08057851,0.04132231,0.0392562,0.00619836,0.00206612,0.19628099999999996
0.1187,output/output_selection/fasta/selection_0.1187.fasta,-2.4914238889545897,0.00020566258983874757,403.0,output/output_selection/snps/snps_0.1187.fasta,output/output_selection/matrix/matrix_0.1187.txt,output/output_selection/ancestral_sequence/ancestral_0.1187.fasta,output/output_selection/images/image_0.1187.png,output/output_selection/h_result/h_0.1187.txt,16006.4,0.12655087,0.10421836,0.09677419000000001,0.04714641,0.02233251,0.00248139,0.0,0.0,0.16377172
0.1294,output/output_selection/fasta/selection_0.1294.fasta,-2.1720913009651013,0.000286817333846863,414.0,output/output_selection/snps/snps_0.1294.fasta,output/output_selection/matrix/matrix_0.1294.txt,output/output_selection/ancestral_sequence/ancestral_0.1294.fasta,output/output_selection/images/image_0.1294.png,output/output_selection/h_result/h_0.1294.txt,19636.5,0.14009662,0.08937198,0.07729469,0.06763285,0.02415459,0.045893720000000006,0.0,0.0,0.15700482999999998
0.1324,output/output_selection/fasta/selection_0.1324.fasta,-2.0396711685204547,0.00035859843421767984,466.0,output/output_selection/snps/snps_0.1324.fasta,output/output_selection/matrix/matrix_0.1324.txt,output/output_selection/ancestral_sequence/ancestral_0.1324.fasta,output/output_selection/images/image_0.1324.png,output/output_selection/h_result/h_0.1324.txt,14198.8,0.15021459,0.10729614,0.07939914,0.03862661,0.09012875000000001,0.00858369,0.0,0.0,0.1995708
